timestamp_before, timestamp_After, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z
1487805380.33448,1487805380.33689,-0.060547,0.683105,0.006348,-3.234863,-0.427246,-2.502441
1487805380.33695,1487805380.33925,-0.050781,0.669922,0.018555,-3.173828,-0.915527,-2.380371
1487805380.33931,1487805380.34160,-0.066406,0.679688,0.102051,-3.90625,-1.220703,-2.441406
1487805380.34166,1487805380.34396,-0.053711,0.69043,0.047852,-0.915527,-1.403809,-2.197266
1487805380.34402,1487805380.34641,-0.05957,0.687988,0.019043,-2.502441,-0.610352,-2.807617
1487805380.34647,1487805380.34889,-0.055176,0.711914,-0.018555,-2.502441,-1.037598,-2.502441
1487805380.34895,1487805380.35137,-0.070312,0.677246,0.016113,-1.77002,-0.732422,-2.624512
1487805380.35143,1487805380.35386,-0.047363,0.679199,-0.120605,-2.441406,-0.549316,-2.929688
1487805380.35392,1487805380.35635,-0.069336,0.669434,-0.120117,-3.234863,-0.915527,-2.685547
1487805380.35642,1487805380.35884,-0.043945,0.700195,0.006348,-1.953125,-0.366211,-2.563477
1487805380.35890,1487805380.36132,-0.041992,0.689453,0.002441,-2.197266,-1.586914,-2.380371
1487805380.36138,1487805380.36380,-0.060547,0.672852,0.005371,-4.211426,-1.403809,-2.807617
1487805380.36386,1487805380.36629,-0.056152,0.686523,-0.005859,-4.089355,-1.342773,-3.417969
1487805380.36635,1487805380.36877,-0.056152,0.703613,0.036133,-3.90625,-0.671387,-4.211426
1487805380.36883,1487805380.37125,-0.092773,0.674805,-0.024902,-3.173828,-1.159668,-3.295898
1487805380.37131,1487805380.37372,-0.043457,0.681152,0.035156,-2.01416,-1.159668,-3.295898
1487805380.37389,1487805380.37635,-0.075684,0.681641,-0.01709,-2.258301,-0.854492,-3.234863
1487805380.37641,1487805380.37884,-0.055176,0.67334,0.003418,-3.479004,-1.281738,-3.295898
1487805380.37890,1487805380.38132,-0.061523,0.678711,0.027344,-3.90625,-1.281738,-3.173828
1487805380.38138,1487805380.38380,-0.097168,0.689453,0.010742,-3.540039,-2.197266,-3.601074
1487805380.38386,1487805380.38626,-0.052246,0.690918,-0.035156,-2.258301,-2.075195,-3.723145
1487805380.38632,1487805380.38861,-0.050293,0.664551,0.012695,-2.197266,-1.220703,-4.150391
1487805380.38867,1487805380.39097,-0.026855,0.686523,0.12207,-3.234863,-1.525879,-3.295898
1487805380.39103,1487805380.39332,-0.069824,0.685547,0.044434,-3.845215,-0.854492,-2.563477
1487805380.39338,1487805380.39568,-0.062988,0.680664,-0.022461,-3.051758,-0.671387,-3.723145
1487805380.39580,1487805380.39823,-0.091797,0.703125,0.058594,-1.220703,-0.793457,-3.723145
1487805380.39829,1487805380.40072,-0.04248,0.688965,0.030273,-1.831055,-0.671387,-3.723145
1487805380.40078,1487805380.40320,-0.083496,0.691406,0.062988,-1.464844,-1.586914,-3.540039
1487805380.40326,1487805380.40568,-0.054199,0.668457,0.01416,-1.77002,-1.403809,-3.601074
1487805380.40579,1487805380.40821,-0.068359,0.700195,-0.068848,-4.272461,-1.464844,-3.967285
1487805380.40827,1487805380.41070,-0.071777,0.69043,-0.027344,-2.929688,-1.098633,-3.601074
1487805380.41076,1487805380.41318,-0.069336,0.694336,0.006836,-2.685547,-0.793457,-4.333496
1487805380.41324,1487805380.41567,-0.077637,0.678711,0.038086,-2.319336,-0.061035,-4.455566
1487805380.41578,1487805380.41819,-0.030273,0.680664,0.050781,-0.915527,-1.098633,-4.211426
1487805380.41825,1487805380.42067,-0.049805,0.675781,0.008301,-0.854492,-1.525879,-3.601074
1487805380.42074,1487805380.42316,-0.067383,0.681641,0.029297,-2.929688,-1.525879,-3.662109
1487805380.42322,1487805380.42563,-0.076172,0.692383,-0.015625,-3.356934,-1.159668,-3.967285
1487805380.42574,1487805380.42804,-0.03418,0.662598,0.030762,-3.78418,-2.258301,-3.78418
1487805380.42810,1487805380.43040,-0.05957,0.681152,-0.002441,-2.685547,-2.258301,-4.516602
1487805380.43046,1487805380.43275,-0.062012,0.680664,0.020996,-2.197266,-2.258301,-3.90625
1487805380.43281,1487805380.43511,-0.083496,0.690918,0.01416,-1.89209,-2.01416,-3.295898
1487805380.43517,1487805380.43760,-0.058594,0.680664,0.041992,-3.90625,-2.01416,-2.807617
1487805380.43766,1487805380.44008,-0.058594,0.694824,-0.03418,-4.089355,-2.685547,-3.78418
1487805380.44014,1487805380.44256,-0.044434,0.683594,0.030273,-3.967285,-2.380371,-4.943848
1487805380.44262,1487805380.44505,-0.062988,0.702148,0.058105,-2.929688,-2.01416,-4.638672
1487805380.44511,1487805380.44757,-0.093262,0.681641,-0.03125,-1.159668,-2.746582,-4.455566
1487805380.44763,1487805380.45005,-0.075195,0.670898,0.030273,-0.793457,-2.13623,-4.089355
1487805380.45011,1487805380.45253,-0.067871,0.690918,-0.070801,-1.037598,-1.831055,-3.662109
1487805380.45259,1487805380.45502,-0.084473,0.674805,-0.092285,-2.258301,-1.89209,-3.967285
1487805380.45508,1487805380.45754,-0.058105,0.687988,0.112793,-3.662109,-1.464844,-4.455566
